series_id,market,gender,category,trend_label,model,rmse,r2
br_female_accessories_0,br,female,accessories,increasing,naive,0.32988858430689755,-0.6615761784663112
br_female_accessories_1,br,female,accessories,flat,naive,0.17068078304027046,-0.29171487967644527
br_female_accessories_10,br,female,accessories,increasing,naive,0.18571494599548174,-3.070374883237678
br_female_accessories_11,br,female,accessories,flat,naive,0.11287289389074111,-0.6282217221396669
br_female_accessories_12,br,female,accessories,flat,naive,0.40739494722832387,-0.2604802888036226
br_female_accessories_13,br,female,accessories,declining,naive,0.24979437489399728,-0.2919340235757917
br_female_accessories_14,br,female,accessories,increasing,naive,0.16015361830279304,-0.05638558668318461
br_female_accessories_15,br,female,accessories,increasing,naive,0.20125910995097965,-0.006553949004800774
br_female_accessories_16,br,female,accessories,declining,naive,0.4711731243522871,-8.4078030954421
br_female_accessories_17,br,female,accessories,increasing,naive,0.5936497325061026,-5.6462042324339325
br_female_accessories_18,br,female,accessories,increasing,naive,0.12158426631344653,-0.6492439200741584
br_female_accessories_19,br,female,accessories,declining,naive,0.20985370810208734,-0.3292588658345488
br_female_accessories_2,br,female,accessories,declining,naive,0.1591869402193079,-0.10283736788840203
br_female_accessories_20,br,female,accessories,increasing,naive,0.2903575341744662,-0.07610327766095959
br_female_accessories_21,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_22,br,female,accessories,increasing,naive,0.4296467933866013,-11.49506096707434
br_female_accessories_23,br,female,accessories,flat,naive,0.32038938241900694,-0.824783107774749
br_female_accessories_24,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_25,br,female,accessories,increasing,naive,0.11468098634580942,-1.1186271151994687
br_female_accessories_26,br,female,accessories,flat,naive,0.6452976780961229,-2.33093268955263
br_female_accessories_27,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_28,br,female,accessories,increasing,naive,0.27804402874665607,-0.37889800277284325
br_female_accessories_29,br,female,accessories,increasing,naive,0.22010568839759495,-6.824201834865207e-05
br_female_accessories_3,br,female,accessories,increasing,naive,0.6069308826307732,-2.797744547286118
br_female_accessories_30,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_31,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_32,br,female,accessories,flat,naive,0.27856584451892397,-0.5040626888877333
br_female_accessories_33,br,female,accessories,declining,naive,0.059865838452561805,0.0
br_female_accessories_34,br,female,accessories,increasing,naive,0.03804885854776643,-3.29584835012664e-05
br_female_accessories_35,br,female,accessories,declining,naive,0.18517663635288462,-0.35042354437137035
br_female_accessories_36,br,female,accessories,increasing,naive,0.4332778472987656,-1.195475515142896
br_female_accessories_37,br,female,accessories,declining,naive,0.35770137171375105,-0.6360775317832217
br_female_accessories_38,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_39,br,female,accessories,flat,naive,0.14728084018596851,-0.2004952693949309
br_female_accessories_4,br,female,accessories,declining,naive,0.10148244229898049,-0.29276332995619736
br_female_accessories_40,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_41,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_42,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_43,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_44,br,female,accessories,declining,naive,0.35438943641703874,-0.907511666242812
br_female_accessories_45,br,female,accessories,declining,naive,0.01935730150371346,-0.08965656275548217
br_female_accessories_46,br,female,accessories,increasing,naive,0.3762896054360965,-0.00034100837274553264
br_female_accessories_47,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_48,br,female,accessories,declining,naive,0.1422727618751941,-0.18128892119004614
br_female_accessories_49,br,female,accessories,declining,naive,0.05316478915531794,-47.26040514876133
br_female_accessories_5,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_50,br,female,accessories,increasing,naive,0.4260018184162628,-2.3732820255794382
br_female_accessories_51,br,female,accessories,increasing,naive,0.38196993418861497,-0.3443853997155151
br_female_accessories_52,br,female,accessories,increasing,naive,0.33654512901964534,-8.662187622743289e-05
br_female_accessories_53,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_54,br,female,accessories,flat,naive,0.5613686673596132,-3.2179440459494133
br_female_accessories_55,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_56,br,female,accessories,increasing,naive,0.11134826002023245,-0.12018713348466292
br_female_accessories_57,br,female,accessories,increasing,naive,0.4767950824380864,-4.958419876072698
br_female_accessories_58,br,female,accessories,flat,naive,0.365140923122149,-0.004847724346867421
br_female_accessories_59,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_6,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_60,br,female,accessories,declining,naive,0.05661677681595183,-0.1853022815636327
br_female_accessories_61,br,female,accessories,increasing,naive,0.40945670999840617,-0.672224336991341
br_female_accessories_62,br,female,accessories,flat,naive,0.4479693091933432,-0.8038977825143365
br_female_accessories_63,br,female,accessories,flat,naive,0.2907436100015076,-1.5664341720150246
br_female_accessories_64,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_65,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_66,br,female,accessories,declining,naive,0.2122131708613201,-0.7659888762880864
br_female_accessories_67,br,female,accessories,increasing,naive,0.2527311032859376,-0.7477945547292522
br_female_accessories_68,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_69,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_7,br,female,accessories,flat,naive,0.4494269937525422,-0.8129040834281582
br_female_accessories_70,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_71,br,female,accessories,increasing,naive,0.5149492807180365,-2.098187366786773
br_female_accessories_72,br,female,accessories,increasing,naive,0.2881905894904859,-0.08455147561481713
br_female_accessories_73,br,female,accessories,increasing,naive,0.23793784495137138,-0.009794859000452627
br_female_accessories_74,br,female,accessories,increasing,naive,0.2992822443590408,-4.301154186601909
br_female_accessories_75,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_76,br,female,accessories,increasing,naive,0.39547882518111344,-4.8904469662446495
br_female_accessories_77,br,female,accessories,declining,naive,0.1888103526393174,-6.108549826957926
br_female_accessories_78,br,female,accessories,flat,naive,0.3328984437810927,-0.0005248517380971318
br_female_accessories_79,br,female,accessories,increasing,naive,0.5744294203734237,-4.798906274188251
br_female_accessories_8,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_80,br,female,accessories,declining,naive,0.27277484073256164,-0.2649157477266242
br_female_accessories_81,br,female,accessories,increasing,naive,0.28006906257697317,-1.3325058112554928
br_female_accessories_82,br,female,accessories,declining,naive,0.4091534045765364,-1.9263469921617613
br_female_accessories_83,br,female,accessories,increasing,naive,0.6664460474418432,-4.2544449167202885
br_female_accessories_84,br,female,accessories,increasing,naive,0.16016567387936906,-4.22127598749032
br_female_accessories_85,br,female,accessories,increasing,naive,0.09772514827202194,-0.09087421243262606
br_female_accessories_86,br,female,accessories,declining,naive,0.0,1.0
br_female_accessories_87,br,female,accessories,declining,naive,0.16688906499957484,-0.3198749617649901
br_female_accessories_88,br,female,accessories,increasing,naive,0.19971927524542685,-3.723064768787763
br_female_accessories_89,br,female,accessories,increasing,naive,0.2583859801054239,-0.7865004678346224
br_female_accessories_9,br,female,accessories,declining,naive,0.2487178682161877,-0.1672419619047687
br_female_accessories_90,br,female,accessories,flat,naive,0.1689225726444953,-0.362841644425719
br_female_accessories_91,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_92,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_93,br,female,accessories,increasing,naive,0.36142112495835427,-2.4261332836446288
br_female_accessories_94,br,female,accessories,flat,naive,0.07139165660309421,-0.3646043428785646
br_female_accessories_95,br,female,accessories,increasing,naive,0.13018608572592813,-0.05451880418004018
br_female_accessories_96,br,female,accessories,flat,naive,0.0,1.0
br_female_accessories_97,br,female,accessories,increasing,naive,0.3008369560716275,-1.2145427737439864
br_female_accessories_98,br,female,accessories,increasing,naive,0.23046441224645844,-3.8484512936109567
br_female_accessories_99,br,female,accessories,flat,naive,0.0,1.0
br_female_bags_0,br,female,bags,flat,naive,0.06318016520376438,-0.8909650490674512
br_female_bags_1,br,female,bags,increasing,naive,0.3334891734868486,-0.01208243949358434
br_female_bags_10,br,female,bags,increasing,naive,0.38656840575032664,-0.5165834334213619
br_female_bags_11,br,female,bags,increasing,naive,0.2713271840771522,-2.228137473146357
br_female_bags_12,br,female,bags,flat,naive,0.0,1.0
br_female_bags_13,br,female,bags,declining,naive,0.07301397399060629,-0.09711656367033084
br_female_bags_14,br,female,bags,flat,naive,0.25064279792489247,-2.2829302032962673
br_female_bags_15,br,female,bags,increasing,naive,0.10845715872190397,-0.1969313051483761
br_female_bags_16,br,female,bags,increasing,naive,0.48890402259857746,-0.936509179888235
br_female_bags_17,br,female,bags,declining,naive,0.0,1.0
br_female_bags_18,br,female,bags,declining,naive,0.0,1.0
br_female_bags_19,br,female,bags,increasing,naive,0.12766282829783546,-0.19131434765208377
br_female_bags_2,br,female,bags,declining,naive,0.13481860724416186,-0.16766022181872597
br_female_bags_20,br,female,bags,declining,naive,0.1915946243808003,-0.05829401593594086
br_female_bags_21,br,female,bags,declining,naive,0.0,1.0
br_female_bags_22,br,female,bags,increasing,naive,0.3861500159295273,-1.3173148731562767
br_female_bags_23,br,female,bags,increasing,naive,0.3067225021458536,-0.12249718190267322
br_female_bags_24,br,female,bags,flat,naive,0.0,1.0
br_female_bags_25,br,female,bags,declining,naive,0.0,1.0
br_female_bags_26,br,female,bags,declining,naive,0.0,1.0
br_female_bags_27,br,female,bags,declining,naive,0.21018150875601002,-0.16433762292595122
br_female_bags_28,br,female,bags,increasing,naive,0.6952157291215838,-5.305692047920737
br_female_bags_29,br,female,bags,increasing,naive,0.18654655240472748,-2.3542696017826215
br_female_bags_3,br,female,bags,increasing,naive,0.5258556933408048,-5.652259417973498
br_female_bags_30,br,female,bags,increasing,naive,0.4170172865564041,-0.29307353240968936
br_female_bags_31,br,female,bags,declining,naive,0.0,1.0
br_female_bags_32,br,female,bags,declining,naive,0.4384132833848293,-4.982718876453476
br_female_bags_33,br,female,bags,increasing,naive,0.21618204481201572,-0.08716250790964031
br_female_bags_34,br,female,bags,declining,naive,0.05126486111492688,-0.09364933681423904
br_female_bags_35,br,female,bags,increasing,naive,0.0967701371366281,-1.3220604668259712
br_female_bags_36,br,female,bags,increasing,naive,0.16215618920328628,-0.8411789229524476
br_female_bags_37,br,female,bags,increasing,naive,0.4219183365548695,-0.4555857390902165
br_female_bags_38,br,female,bags,increasing,naive,0.1666763758936099,-0.654033023863718
br_female_bags_39,br,female,bags,increasing,naive,0.26294631455858736,-1.4729381984252923
br_female_bags_4,br,female,bags,increasing,naive,0.519401941242031,-2.3774828550023352
br_female_bags_40,br,female,bags,flat,naive,0.0,1.0
br_female_bags_41,br,female,bags,increasing,naive,0.06450906387384286,-2.3166631617031213
br_female_bags_42,br,female,bags,flat,naive,0.0,1.0
br_female_bags_43,br,female,bags,increasing,naive,0.5252926351307897,-1.2701659763398863
br_female_bags_44,br,female,bags,flat,naive,0.33895090496142,-0.06479894936889696
br_female_bags_45,br,female,bags,declining,naive,0.08640267704665658,-0.2783705229807283
br_female_bags_46,br,female,bags,declining,naive,0.0,1.0
br_female_bags_47,br,female,bags,increasing,naive,0.30541001710243637,-0.010203108740033384
br_female_bags_48,br,female,bags,increasing,naive,0.27032109033267915,-0.45018209111789176
br_female_bags_49,br,female,bags,flat,naive,0.40292862860910017,-0.5339673645414595
br_female_bags_5,br,female,bags,declining,naive,0.06102563284725211,-0.1742232583207719
br_female_bags_50,br,female,bags,declining,naive,0.16551917065017355,-0.37746218846632806
br_female_bags_51,br,female,bags,increasing,naive,0.23600466865167863,-0.3203802331629999
br_female_bags_52,br,female,bags,declining,naive,0.05848960134707437,-0.14207365134031402
br_female_bags_53,br,female,bags,flat,naive,0.5163883820395551,-2.6547014493446337
br_female_bags_54,br,female,bags,declining,naive,0.40644733087957174,-0.8190144545898972
br_female_bags_55,br,female,bags,increasing,naive,0.09975308583218302,-3.1768644719149615
br_female_bags_56,br,female,bags,declining,naive,0.0,1.0
br_female_bags_57,br,female,bags,increasing,naive,0.32995268335010436,-1.6137533515612459
br_female_bags_58,br,female,bags,flat,naive,0.0,1.0
br_female_bags_59,br,female,bags,declining,naive,0.19288188861280775,-0.4798872273255024
br_female_bags_6,br,female,bags,increasing,naive,0.17853122140531502,-0.026994933730943194
br_female_bags_60,br,female,bags,declining,naive,0.07901491265087746,-0.13481779984076514
br_female_bags_61,br,female,bags,declining,naive,0.2086342238181339,-0.20047532517337285
br_female_bags_62,br,female,bags,declining,naive,0.2314026322846222,-0.33403810596620453
br_female_bags_63,br,female,bags,declining,naive,0.6288310407016405,-5.6044122708855975
br_female_bags_64,br,female,bags,declining,naive,0.0,1.0
br_female_bags_65,br,female,bags,increasing,naive,0.24921400903937957,-4.10070547468965
br_female_bags_66,br,female,bags,declining,naive,0.0,1.0
br_female_bags_67,br,female,bags,increasing,naive,0.23120429442645227,-0.7850156014837781
br_female_bags_68,br,female,bags,increasing,naive,0.11071323620274755,-0.012788899413429311
br_female_bags_69,br,female,bags,declining,naive,0.22794374450503638,-0.6283590272235502
br_female_bags_7,br,female,bags,declining,naive,0.21178799389304076,-0.22211496645054551
br_female_bags_70,br,female,bags,declining,naive,0.27253758440936743,-0.47615268466177074
br_female_bags_71,br,female,bags,flat,naive,0.5584241099967746,-2.1950562218422816
br_female_bags_72,br,female,bags,increasing,naive,0.25587953377506156,-1.023754430815961
br_female_bags_73,br,female,bags,declining,naive,0.0645329497385778,-0.18847525280859778
br_female_bags_74,br,female,bags,increasing,naive,0.23180423989689286,-3.44984190730011
br_female_bags_75,br,female,bags,increasing,naive,0.250780525694344,-0.4703493024051393
br_female_bags_76,br,female,bags,increasing,naive,0.26655750623798624,-0.4282820618557859
br_female_bags_77,br,female,bags,increasing,naive,0.11975376029227185,-0.8444248754505299
br_female_bags_78,br,female,bags,flat,naive,0.0,1.0
br_female_bags_79,br,female,bags,increasing,naive,0.13233523892022095,-0.009113310915466855
br_female_bags_8,br,female,bags,declining,naive,0.061443031057676144,-0.12242505870722087
br_female_bags_80,br,female,bags,declining,naive,0.0,1.0
br_female_bags_81,br,female,bags,increasing,naive,0.15230434550383715,-0.018478942846213764
br_female_bags_82,br,female,bags,declining,naive,0.005800003424851171,-0.025641025641025328
br_female_bags_83,br,female,bags,flat,naive,0.0,1.0
br_female_bags_84,br,female,bags,increasing,naive,0.23241730690495174,-0.36263699484369494
br_female_bags_85,br,female,bags,declining,naive,0.27206082520174085,-0.03905260948056366
br_female_bags_86,br,female,bags,flat,naive,0.0,1.0
br_female_bags_87,br,female,bags,increasing,naive,0.29458475645641347,-6.390493257432493
br_female_bags_88,br,female,bags,declining,naive,0.0,1.0
br_female_bags_89,br,female,bags,increasing,naive,0.3472231870677292,-6.477902533524944
br_female_bags_9,br,female,bags,declining,naive,0.38645421050378104,-6.397947387640281
br_female_bags_90,br,female,bags,flat,naive,0.3138409446525495,-0.049872818010688214
br_female_bags_91,br,female,bags,declining,naive,0.0,1.0
br_female_bags_92,br,female,bags,increasing,naive,0.591002548818307,-3.080850176725548
br_female_bags_93,br,female,bags,increasing,naive,0.2814505074425326,-0.5384678928275948
br_female_bags_94,br,female,bags,flat,naive,0.0,1.0
br_female_bags_95,br,female,bags,flat,naive,0.5828584994371403,-22.680945754864517
br_female_bags_96,br,female,bags,increasing,naive,0.3582177623399905,-0.13988172566564838
br_female_bags_97,br,female,bags,flat,naive,0.2136404648467983,-0.0017811555096181042
br_female_bags_98,br,female,bags,declining,naive,0.19400259127135647,-0.18430865537414953
br_female_bags_99,br,female,bags,increasing,naive,0.22398432724167208,-0.20638942320032228
br_female_bottoms_0,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_1,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_10,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_11,br,female,bottoms,flat,naive,0.47804758080814175,-0.8164247643575051
br_female_bottoms_12,br,female,bottoms,increasing,naive,0.2391398847866573,-0.7630466142414105
br_female_bottoms_13,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_14,br,female,bottoms,increasing,naive,0.13825466722287102,-0.31118508704807546
br_female_bottoms_15,br,female,bottoms,flat,naive,0.09471398134821019,-0.030041704139803116
br_female_bottoms_16,br,female,bottoms,declining,naive,0.0795531591606165,-0.19556971040971383
br_female_bottoms_17,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_18,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_19,br,female,bottoms,increasing,naive,0.39692390398870975,-0.4342846670516807
br_female_bottoms_2,br,female,bottoms,increasing,naive,0.1314367157831956,-0.06313741572803355
br_female_bottoms_20,br,female,bottoms,increasing,naive,0.29596542859336983,-0.23241963337537785
br_female_bottoms_21,br,female,bottoms,increasing,naive,0.23189882422695715,-0.08390032512143097
br_female_bottoms_22,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_23,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_24,br,female,bottoms,declining,naive,0.04284897497587571,-0.2465791150947514
br_female_bottoms_25,br,female,bottoms,increasing,naive,0.10219681396835734,-3.8633530059376016
br_female_bottoms_26,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_27,br,female,bottoms,flat,naive,0.15328416265984815,-0.16193799649140606
br_female_bottoms_28,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_29,br,female,bottoms,declining,naive,0.021717446927913105,-0.1509469552089091
br_female_bottoms_3,br,female,bottoms,declining,naive,0.20469768756706888,-3.56291111956297
br_female_bottoms_30,br,female,bottoms,declining,naive,0.2641303146415282,-4.674063663260868
br_female_bottoms_31,br,female,bottoms,increasing,naive,0.18094689982448928,-0.02710055171321324
br_female_bottoms_32,br,female,bottoms,declining,naive,0.24830181841568627,-0.9888664351562304
br_female_bottoms_33,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_34,br,female,bottoms,declining,naive,0.15369153134465027,-0.37070897055518737
br_female_bottoms_35,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_36,br,female,bottoms,declining,naive,0.13946692375883024,-0.6397810862714952
br_female_bottoms_37,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_38,br,female,bottoms,increasing,naive,0.27535997648187627,-0.575061619370544
br_female_bottoms_39,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_4,br,female,bottoms,increasing,naive,0.15405921214621554,-1.5297774537051745
br_female_bottoms_40,br,female,bottoms,increasing,naive,0.3297213780443618,-1.9690114372705065
br_female_bottoms_41,br,female,bottoms,declining,naive,0.45737595111556056,-4.570316299436181
br_female_bottoms_42,br,female,bottoms,declining,naive,0.03818685167901539,-0.20797608105382648
br_female_bottoms_43,br,female,bottoms,declining,naive,0.2028518166378382,-0.8616822524870964
br_female_bottoms_44,br,female,bottoms,increasing,naive,0.3850685149726146,-1.3806667370014214
br_female_bottoms_45,br,female,bottoms,increasing,naive,0.11613156248401393,-0.3916553801293239
br_female_bottoms_46,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_47,br,female,bottoms,flat,naive,0.18149858079723055,-0.034379810755748696
br_female_bottoms_48,br,female,bottoms,increasing,naive,0.16350804069156333,-0.00669205934128958
br_female_bottoms_49,br,female,bottoms,increasing,naive,0.08084189911662848,-0.020114366619889967
br_female_bottoms_5,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_50,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_51,br,female,bottoms,declining,naive,0.34118587891551827,-0.5704520186054602
br_female_bottoms_52,br,female,bottoms,increasing,naive,0.4342268426422105,-4.222384306652471
br_female_bottoms_53,br,female,bottoms,increasing,naive,0.2870750499483634,-0.500346596791801
br_female_bottoms_54,br,female,bottoms,increasing,naive,0.2681950420558174,-1.3808898661105773
br_female_bottoms_55,br,female,bottoms,increasing,naive,0.21905772978347055,-1.1278585208867393
br_female_bottoms_56,br,female,bottoms,increasing,naive,0.5370323246884806,-1.6502474105898912
br_female_bottoms_57,br,female,bottoms,increasing,naive,0.4823100114009909,-2.004322518972885
br_female_bottoms_58,br,female,bottoms,declining,naive,0.0008115825325668418,-0.02564102564102555
br_female_bottoms_59,br,female,bottoms,declining,naive,0.27746482544950235,-0.5569216884672836
br_female_bottoms_6,br,female,bottoms,declining,naive,0.21672037336357428,-0.35393726623188315
br_female_bottoms_60,br,female,bottoms,declining,naive,0.36414398543522397,-1.1950058410386433
br_female_bottoms_61,br,female,bottoms,increasing,naive,0.18327176509259163,-1.9640818636597803
br_female_bottoms_62,br,female,bottoms,increasing,naive,0.5532580374895059,-2.1739044002892993
br_female_bottoms_63,br,female,bottoms,flat,naive,0.6414470301398887,-2.4946019424158226
br_female_bottoms_64,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_65,br,female,bottoms,increasing,naive,0.22252393451439986,-0.4542707609874692
br_female_bottoms_66,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_67,br,female,bottoms,declining,naive,0.04642282769949428,-0.05704192270385566
br_female_bottoms_68,br,female,bottoms,increasing,naive,0.19095654412353413,-0.4610111175189344
br_female_bottoms_69,br,female,bottoms,increasing,naive,0.24594096195464507,-3.7156921668539047
br_female_bottoms_7,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_70,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_71,br,female,bottoms,declining,naive,0.18816277165347955,-12.82451788544212
br_female_bottoms_72,br,female,bottoms,declining,naive,0.4350115766054474,-6.208643009483123
br_female_bottoms_73,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_74,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_75,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_76,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_77,br,female,bottoms,increasing,naive,0.2675463845978945,-0.5672783519707272
br_female_bottoms_78,br,female,bottoms,increasing,naive,0.4937909076523752,-2.0239075353345912
br_female_bottoms_79,br,female,bottoms,increasing,naive,0.18494441556392863,-1.3678931791794455
br_female_bottoms_8,br,female,bottoms,increasing,naive,0.19980269801619277,-0.20620307513839164
br_female_bottoms_80,br,female,bottoms,increasing,naive,0.6381892836936331,-5.919895458165285
br_female_bottoms_81,br,female,bottoms,declining,naive,0.05810111531756325,-0.2455521399086371
br_female_bottoms_82,br,female,bottoms,increasing,naive,0.23764819480402513,-2.1368286637895757
br_female_bottoms_83,br,female,bottoms,declining,naive,0.08468923453263993,-0.4598644204152422
br_female_bottoms_84,br,female,bottoms,flat,naive,0.0,1.0
br_female_bottoms_85,br,female,bottoms,declining,naive,0.33961505791979424,-0.7241536467175429
br_female_bottoms_86,br,female,bottoms,increasing,naive,0.6038511557560717,-2.7133730749251366
br_female_bottoms_87,br,female,bottoms,declining,naive,0.06873506160329883,-0.2288834103839008
br_female_bottoms_88,br,female,bottoms,declining,naive,0.0,1.0
br_female_bottoms_89,br,female,bottoms,declining,naive,0.3592494408179811,-10.247428896922997
br_female_bottoms_9,br,female,bottoms,increasing,naive,0.46281883242067035,-7.39522450794037
br_female_bottoms_90,br,female,bottoms,increasing,naive,0.6347095532946855,-3.129034132052894
br_female_bottoms_91,br,female,bottoms,declining,naive,0.445312661591274,-0.7192093720134036
br_female_bottoms_92,br,female,bottoms,increasing,naive,0.08040832977404078,-0.44905652509325744
br_female_bottoms_93,br,female,bottoms,declining,naive,0.38290651921825336,-1.366849960693326
br_female_bottoms_94,br,female,bottoms,increasing,naive,0.5013802970414502,-3.91596072045569
br_female_bottoms_95,br,female,bottoms,declining,naive,0.27931883226940185,-4.960864835840464
br_female_bottoms_96,br,female,bottoms,increasing,naive,0.21850453917190302,-0.07683738733474099
br_female_bottoms_97,br,female,bottoms,declining,naive,0.13758005917121344,-0.3064923544351783
br_female_bottoms_98,br,female,bottoms,flat,naive,0.7206880452466096,-4.3822906240211275
br_female_bottoms_99,br,female,bottoms,increasing,naive,0.09701651464651313,-0.09912184268378432
br_female_denim_0,br,female,denim,flat,naive,0.0,1.0
br_female_denim_1,br,female,denim,increasing,naive,0.3435832766824096,-0.00823312690390643
br_female_denim_10,br,female,denim,increasing,naive,0.057318776626075145,-0.05744415505841771
br_female_denim_11,br,female,denim,declining,naive,0.022262071540837345,-0.13577284157899627
br_female_denim_12,br,female,denim,declining,naive,0.39744198175740886,-8.042693789020595
br_female_denim_13,br,female,denim,flat,naive,0.0,1.0
br_female_denim_14,br,female,denim,declining,naive,0.28153822518623195,-1.0914187413556191
br_female_denim_15,br,female,denim,declining,naive,0.5526476744792591,-12.922304486632536
br_female_denim_16,br,female,denim,declining,naive,0.0,1.0
br_female_denim_17,br,female,denim,increasing,naive,0.22349053000963578,-12.13769612362756
br_female_denim_18,br,female,denim,increasing,naive,0.3215662994067347,-1.0758240517974378
br_female_denim_19,br,female,denim,declining,naive,0.0,1.0
br_female_denim_2,br,female,denim,declining,naive,0.17407065970948074,-0.23790165250160733
br_female_denim_20,br,female,denim,increasing,naive,0.19283147657499897,-0.12048520687703057
br_female_denim_21,br,female,denim,declining,naive,0.24358754722539191,-30.664086059495602
br_female_denim_22,br,female,denim,flat,naive,0.0,1.0
br_female_denim_23,br,female,denim,declining,naive,0.2622401466303812,-1.913025884831463
br_female_denim_24,br,female,denim,declining,naive,0.0,1.0
br_female_denim_25,br,female,denim,increasing,naive,0.19902364562295588,-0.6447325508718691
br_female_denim_26,br,female,denim,declining,naive,0.4172112027540704,-4.253392323862504
br_female_denim_27,br,female,denim,increasing,naive,0.4543217197853594,-6.068321014301565
br_female_denim_28,br,female,denim,increasing,naive,0.35503281740263826,-0.06023651551630249
br_female_denim_29,br,female,denim,declining,naive,0.0,1.0
br_female_denim_3,br,female,denim,increasing,naive,0.17513730227192562,-0.9221333067775788
br_female_denim_30,br,female,denim,declining,naive,0.15084084664057504,-0.3954274740292776
br_female_denim_31,br,female,denim,increasing,naive,0.16352793178776223,-2.396946300559638
br_female_denim_32,br,female,denim,flat,naive,0.23505999572571645,-0.9768344696795763
br_female_denim_33,br,female,denim,declining,naive,0.17855707189718467,-0.37469665329457946
br_female_denim_34,br,female,denim,increasing,naive,0.2800200399077188,-0.25897498229506355
br_female_denim_35,br,female,denim,increasing,naive,0.43539705473820145,-1.1018136272046868
br_female_denim_36,br,female,denim,declining,naive,0.0,1.0
br_female_denim_37,br,female,denim,flat,naive,0.476866546257357,-1.1109168435787509
br_female_denim_38,br,female,denim,declining,naive,0.0,1.0
br_female_denim_39,br,female,denim,flat,naive,0.8242238359403772,-10.071814184830727
br_female_denim_4,br,female,denim,declining,naive,0.28428971162537936,-0.274878600646721
br_female_denim_40,br,female,denim,increasing,naive,0.2301854621255122,-0.10079586490775894
br_female_denim_41,br,female,denim,increasing,naive,0.22116953574384385,-1.1593412648471735
br_female_denim_42,br,female,denim,flat,naive,0.0,1.0
br_female_denim_43,br,female,denim,declining,naive,0.0,1.0
br_female_denim_44,br,female,denim,increasing,naive,0.337814670319102,-0.876896853747609
br_female_denim_45,br,female,denim,increasing,naive,0.15934855426569594,-0.0019417782999024968
br_female_denim_46,br,female,denim,increasing,naive,0.383261248229701,-2.661970508739021
br_female_denim_47,br,female,denim,declining,naive,0.01684653273801354,-0.05250105167413466
br_female_denim_48,br,female,denim,increasing,naive,0.332443330327237,-3.395204561487609
br_female_denim_49,br,female,denim,flat,naive,0.4557776647543562,-1.481118490500874
br_female_denim_5,br,female,denim,increasing,naive,0.11414386656905932,-1.0870451969960468
br_female_denim_50,br,female,denim,increasing,naive,0.36968914138747755,-0.45853172415791654
br_female_denim_51,br,female,denim,increasing,naive,0.2902262080346575,-1.0024647206595017
