series_id,market,gender,category,trend_label,n_train,rmse,r2
br_female_sportswear_79,br,female,sportswear,increasing,209,0.34746649670257185,-0.255180758902366
fr_male_outerwear_17,fr,male,outerwear,increasing,209,0.09583163484694371,0.4866454620154981
us_male_accessories_31,us,male,accessories,increasing,209,0.5527359083448916,-3.1520588298079764
us_male_tops_46,us,male,tops,increasing,209,0.1514529982606604,-0.10224623652844711
uk_male_bags_30,uk,male,bags,increasing,209,0.1457615085618323,0.6339717200217376
br_female_accessories_67,br,female,accessories,increasing,209,0.19769823398337522,-0.06949454823996981
uk_female_denim_35,uk,female,denim,increasing,209,0.13566366956488982,-0.24526721370021143
br_male_knitwear_15,br,male,knitwear,increasing,209,0.26491537384723074,-0.7642109223477014
br_male_bottoms_83,br,male,bottoms,increasing,209,0.2830836392836474,-0.23242111621278227
uk_male_accessories_9,uk,male,accessories,increasing,209,0.18160780000458046,0.6367466045098538
br_female_bags_37,br,female,bags,increasing,209,0.12303736286405471,0.8762187056543377
uk_female_bags_78,uk,female,bags,increasing,209,0.19435006412883538,0.36427823486222155
us_male_tops_38,us,male,tops,increasing,209,0.24184222679829634,-4.483123443536608
cn_male_denim_29,cn,male,denim,increasing,209,0.07204157839169226,0.8678736417565293
uk_male_bottoms_16,uk,male,bottoms,increasing,209,0.24616864056219986,-0.015460309866914157
us_male_bags_7,us,male,bags,increasing,209,0.06016657412668506,0.9671828440351127
br_male_dresses_17,br,male,dresses,increasing,209,0.18290394314348538,-1.546121700486903
uk_female_shoes_27,uk,female,shoes,increasing,209,0.27339083473688935,-1.3525050426209604
uk_male_shoes_7,uk,male,shoes,increasing,209,0.10213549447795536,0.504688391002567
fr_male_denim_52,fr,male,denim,increasing,209,0.10294060585266782,0.8954654957635955
fr_female_outerwear_2,fr,female,outerwear,increasing,209,0.28007600155844947,-0.4858717040812417
us_male_denim_96,us,male,denim,increasing,209,0.2186199660030607,-2.77765284260325
us_male_accessories_90,us,male,accessories,increasing,209,0.3253897801995548,-1.2093504775859718
uk_male_dresses_91,uk,male,dresses,increasing,209,0.23766695279470484,-0.019889431843524097
uk_female_denim_94,uk,female,denim,increasing,209,0.17428258939824323,-1.3109961053318164
uk_male_sportswear_30,uk,male,sportswear,increasing,209,0.23375155270298204,0.27764781622638746
uk_female_accessories_18,uk,female,accessories,increasing,209,0.15000878041053053,0.8172007045583871
uk_female_bottoms_61,uk,female,bottoms,increasing,209,0.3624432791984792,-2.9720028050606975
us_male_accessories_77,us,male,accessories,increasing,209,0.11724863286623805,0.8765314913252622
fr_female_sportswear_6,fr,female,sportswear,increasing,209,0.1710108946476294,0.46561112858769516
br_male_bags_28,br,male,bags,increasing,209,0.5160430629776815,-6.555871397448095
br_female_accessories_89,br,female,accessories,increasing,209,0.2522056626714496,-0.7020601756137177
uk_male_denim_15,uk,male,denim,increasing,209,0.10214931241826326,-0.001895847027134856
us_male_bottoms_23,us,male,bottoms,increasing,209,0.4299821123700811,-3.307834269773111
cn_male_outerwear_45,cn,male,outerwear,increasing,209,0.215142664137033,-0.5756816135977625
uk_male_accessories_92,uk,male,accessories,increasing,209,0.4598334683161004,-2.677636313238512
br_male_bottoms_14,br,male,bottoms,increasing,209,0.12574536429669375,-2.3728752490514577
br_female_tops_34,br,female,tops,increasing,209,0.4121772101490401,-2.7802982334795003
fr_female_shoes_43,fr,female,shoes,increasing,209,0.15730378686351815,-0.2950775884633483
cn_male_accessories_43,cn,male,accessories,increasing,209,0.15517944426930513,0.6519276152503046
uk_male_bags_59,uk,male,bags,increasing,209,0.04660512632701088,0.6433209904292887
br_male_outerwear_8,br,male,outerwear,increasing,209,0.12952287366357443,0.5026281034651183
fr_male_outerwear_42,fr,male,outerwear,increasing,209,0.24403581467259175,-1.1745254630414217
fr_female_outerwear_66,fr,female,outerwear,increasing,209,0.13654251972026946,-0.2073219671970854
fr_male_knitwear_91,fr,male,knitwear,increasing,209,0.13543734805892793,-7.626144643006919
cn_male_bags_26,cn,male,bags,increasing,209,0.08071769952596984,0.8750281497570169
uk_female_outerwear_42,uk,female,outerwear,increasing,209,0.1972101149925076,-2.215024147478778
br_male_outerwear_89,br,male,outerwear,increasing,209,0.05440040253570788,0.9744728905333402
uk_male_bags_60,uk,male,bags,increasing,209,0.17322044614098867,0.7009723829724723
fr_female_dresses_18,fr,female,dresses,increasing,209,0.3433101754151607,-1.4162844273272714
cn_male_bags_41,cn,male,bags,increasing,209,0.09156691484593882,0.8063077501985604
cn_female_accessories_99,cn,female,accessories,increasing,209,0.17638537415171654,-0.1835172299889507
fr_male_bags_74,fr,male,bags,increasing,209,0.16017082392563056,-1.7146567108571698
fr_female_accessories_24,fr,female,accessories,increasing,209,0.1052432059275878,0.19313997575061004
uk_female_knitwear_10,uk,female,knitwear,increasing,209,0.22287406590155143,-0.49757040107454387
uk_female_outerwear_93,uk,female,outerwear,increasing,209,0.29243518829078713,-5.746366284569869
br_male_denim_21,br,male,denim,increasing,209,0.15889494602502205,-0.2291024503270993
uk_male_sportswear_17,uk,male,sportswear,increasing,209,0.418367121806916,-1.9311085840805977
br_male_shoes_93,br,male,shoes,increasing,209,0.06764135374162665,0.9590887078818843
br_female_knitwear_42,br,female,knitwear,increasing,209,0.292962658365822,-1.4646366855239612
br_female_denim_51,br,female,denim,increasing,209,0.16920532076575248,0.31935658151147184
uk_male_outerwear_17,uk,male,outerwear,increasing,209,0.19950245290910273,-2.722106969236215
cn_female_sportswear_76,cn,female,sportswear,increasing,209,0.3782591566029022,-3.0289519068979205
br_female_tops_78,br,female,tops,increasing,209,0.20767159681604977,-0.7429320012795033
br_male_accessories_10,br,male,accessories,increasing,209,0.22155759047624474,-1.6934989828243188
br_male_shoes_30,br,male,shoes,increasing,209,0.28431661010000875,-2.0467630815984292
fr_male_tops_74,fr,male,tops,increasing,209,0.12347474689932662,-0.06581607726331318
fr_female_outerwear_47,fr,female,outerwear,increasing,209,0.11934894526700839,0.2672889854177296
cn_female_shoes_15,cn,female,shoes,increasing,209,0.24025621424463015,-4.877766349311802
fr_female_bottoms_87,fr,female,bottoms,increasing,209,0.16956008256752186,0.742682941158344
us_male_bottoms_33,us,male,bottoms,increasing,209,0.11593611741609051,0.8465348610742344
uk_female_shoes_25,uk,female,shoes,increasing,209,0.0837652354158487,0.9226142686167684
br_female_tops_21,br,female,tops,increasing,209,0.24739359565480662,-0.3555708265906874
br_female_dresses_93,br,female,dresses,increasing,209,0.03828300179683829,0.9912896457379965
uk_male_dresses_12,uk,male,dresses,increasing,209,0.16752335151089803,-0.331425236395382
fr_female_tops_38,fr,female,tops,increasing,209,0.10423140252393921,0.897217004489547
us_female_denim_80,us,female,denim,increasing,209,0.2474758274313607,0.26320716247193343
cn_female_outerwear_83,cn,female,outerwear,increasing,209,0.1297157598128113,0.585055001886033
br_male_dresses_34,br,male,dresses,increasing,209,0.09435553826457224,0.9286352147974698
us_male_bags_38,us,male,bags,increasing,209,0.17731104884725316,0.681284330843091
cn_female_dresses_47,cn,female,dresses,increasing,209,0.2293288702592746,-1.4790366541851028
uk_female_sportswear_9,uk,female,sportswear,increasing,209,0.07611709452656908,0.5951730596708442
cn_female_dresses_90,cn,female,dresses,increasing,209,0.17274960987219495,-0.012464820713778302
us_female_denim_31,us,female,denim,increasing,209,0.20930726637686936,-12.001903802540726
fr_male_tops_0,fr,male,tops,increasing,209,0.33425035190068514,-1.9927639361359044
fr_female_denim_8,fr,female,denim,increasing,209,0.20527640739119493,0.14697654045234343
br_male_knitwear_92,br,male,knitwear,increasing,209,0.42260302328781896,-4.086146915442893
cn_male_bags_91,cn,male,bags,increasing,209,0.36358525354825844,-0.9001888923305983
us_male_denim_30,us,male,denim,increasing,209,0.06646412414118068,0.7739339708035243
cn_female_denim_44,cn,female,denim,increasing,209,0.18305945009704364,0.6279144378896462
uk_male_shoes_26,uk,male,shoes,increasing,209,0.11186081582454448,0.8785586195448319
fr_male_shoes_72,fr,male,shoes,increasing,209,0.27487936859565115,-0.06439681224588689
us_female_accessories_27,us,female,accessories,increasing,209,0.30588739867128717,-4.446044361071656
cn_male_tops_74,cn,male,tops,increasing,209,0.28849231172644607,-0.32790592296508936
uk_male_shoes_8,uk,male,shoes,increasing,209,0.32906410798373753,-1.5926463938651172
fr_female_bags_9,fr,female,bags,increasing,209,0.3136688663334932,-8.814387066944045
fr_female_tops_10,fr,female,tops,increasing,209,0.17338009897011256,0.7988990927160626
br_female_tops_18,br,female,tops,increasing,209,0.24215109967458867,-1.4025112202942709
br_male_denim_84,br,male,denim,increasing,209,0.09573221106930614,0.8127573763598195
uk_male_accessories_7,uk,male,accessories,increasing,209,0.37248680423958047,-1.381265668044081
uk_male_shoes_45,uk,male,shoes,increasing,209,0.2820498897715237,0.2496648646904912
cn_female_tops_81,cn,female,tops,increasing,209,0.0892098402133182,0.8500143638203385
br_female_bottoms_65,br,female,bottoms,increasing,209,0.10206432792567373,0.6940575273828422
uk_male_shoes_11,uk,male,shoes,increasing,209,0.07984326915702775,0.9492040680349761
us_male_dresses_57,us,male,dresses,increasing,209,0.16131349978491974,0.4634855902055066
us_female_denim_93,us,female,denim,increasing,209,0.22444511777300763,-1.0681922467090441
br_male_denim_22,br,male,denim,increasing,209,0.12649136409738218,0.862047044696144
us_female_dresses_49,us,female,dresses,increasing,209,0.1739076174744043,0.2633995242233427
uk_female_knitwear_15,uk,female,knitwear,increasing,209,0.1601437327442051,0.002801526128531129
us_male_denim_38,us,male,denim,increasing,209,0.10815142534564227,0.23878235921307667
us_female_bottoms_24,us,female,bottoms,increasing,209,0.3210039643138978,-13.825326807158655
fr_female_knitwear_18,fr,female,knitwear,increasing,209,0.13635048089781435,-1.5467965221369626
br_male_bottoms_42,br,male,bottoms,increasing,209,0.09392887895440226,0.1896815044053487
uk_male_bottoms_60,uk,male,bottoms,increasing,209,0.0801802202409224,0.6505512926138154
uk_female_bags_52,uk,female,bags,increasing,209,0.23399337267407383,-0.419479414628132
uk_female_denim_40,uk,female,denim,increasing,209,0.17206132291802229,0.05938049656778166
uk_female_sportswear_61,uk,female,sportswear,increasing,209,0.11672620207765906,0.2589472119089512
fr_male_shoes_35,fr,male,shoes,increasing,209,0.10448097750202233,0.643280001951629
us_male_shoes_40,us,male,shoes,increasing,209,0.1219105809280503,-0.12312962890038026
br_female_denim_28,br,female,denim,increasing,209,0.09738331370992688,0.9202308697587344
br_male_bottoms_71,br,male,bottoms,increasing,209,0.1125947242242675,0.06828827346685695
us_female_shoes_83,us,female,shoes,increasing,209,0.09831584485769228,0.45540687614419106
uk_male_denim_30,uk,male,denim,increasing,209,0.11603018195194585,0.5172537863108375
fr_male_knitwear_4,fr,male,knitwear,increasing,209,0.15080888681744245,0.6308487339529186
br_female_tops_69,br,female,tops,increasing,209,0.1511195301386853,-0.5023321760062174
cn_female_dresses_92,cn,female,dresses,increasing,209,0.4312260273468845,-1.316387584028344
us_male_tops_73,us,male,tops,increasing,209,0.2821818775851997,-0.08618148285420335
fr_female_tops_78,fr,female,tops,increasing,209,0.07769888079450599,0.18270444184578638
uk_female_accessories_80,uk,female,accessories,increasing,209,0.09505372414867344,0.9341612184470398
br_male_bags_60,br,male,bags,increasing,209,0.1333222994700837,-0.2622865670047385
cn_male_shoes_97,cn,male,shoes,increasing,209,0.14670369322762913,0.6862501776605248
fr_male_bottoms_15,fr,male,bottoms,increasing,209,0.19470446817442086,0.6198215507961855
br_female_dresses_98,br,female,dresses,increasing,209,0.07574896659687855,0.9504353894848019
us_female_sportswear_94,us,female,sportswear,increasing,209,0.10066664341610493,0.8955944956677385
fr_male_sportswear_87,fr,male,sportswear,increasing,209,0.1612149651614228,0.0770109341108508
us_male_outerwear_55,us,male,outerwear,increasing,209,0.1577301233603181,0.4887022312658147
uk_male_bottoms_48,uk,male,bottoms,increasing,209,0.06735370995893349,-1.5731404103547386
fr_male_knitwear_67,fr,male,knitwear,increasing,209,0.14858174976938301,-0.4060686528204718
uk_male_outerwear_21,uk,male,outerwear,increasing,209,0.17681041504235645,0.24680819544798238
uk_male_knitwear_31,uk,male,knitwear,increasing,209,0.06117679430854759,0.9733928339688928
